사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2023-02,9호선,4124,사평,"79,272","76,110","20,295","20,284",2023-03-03 09:44:36
2023-02,9호선,4125,신논현,"818,416","807,246","51,116","49,766",2023-03-03 09:44:36
2023-02,공항철도 1호선,4201,서울역,"298,626","269,885","31,502","27,634",2023-03-03 09:44:36
2023-02,공항철도 1호선,4202,공덕,"63,484","88,269","7,727","9,626",2023-03-03 09:44:36
2023-02,공항철도 1호선,4203,홍대입구,"371,643","370,878","17,770","16,276",2023-03-03 09:44:36
2023-02,공항철도 1호선,4204,디지털미디어시티,"345,670","321,040","26,303","24,885",2023-03-03 09:44:36
2023-02,공항철도 1호선,4206,마곡나루(서울식물원),"253,684","245,482","14,782","15,533",2023-03-03 09:44:36
2023-02,공항철도 1호선,4207,김포공항,"285,967","158,917","21,090","13,960",2023-03-03 09:44:36
2023-02,공항철도 1호선,4208,계양,"303,769","278,114","31,529","29,540",2023-03-03 09:44:36
2023-02,공항철도 1호선,4209,검암,"162,448","159,658","15,537","15,472",2023-03-03 09:44:36
2023-02,공항철도 1호선,4210,청라국제도시,"174,892","165,704","12,353","12,192",2023-03-03 09:44:36
2023-02,공항철도 1호선,4211,운서,"209,879","218,767","26,969","27,354",2023-03-03 09:44:36
2023-02,공항철도 1호선,4212,공항화물청사,"48,877","51,733","8,566","8,258",2023-03-03 09:44:36
2023-02,공항철도 1호선,4213,인천공항1터미널,"315,335","283,216","24,610","23,110",2023-03-03 09:44:36
2023-02,공항철도 1호선,4215,인천공항2터미널,"112,368","96,148","10,848","9,688",2023-03-03 09:44:36
2023-02,공항철도 1호선,4217,영종,"86,433","86,835","19,505","19,245",2023-03-03 09:44:36
2023-02,9호선2~3단계,4126,언주,"265,425","270,516","28,047","27,540",2023-03-03 09:44:36
2023-02,9호선2~3단계,4127,선정릉,"235,427","261,506","25,613","26,637",2023-03-03 09:44:36
2023-02,9호선2~3단계,4128,삼성중앙,"173,184","180,612","25,382","24,751",2023-03-03 09:44:36
2023-02,9호선2~3단계,4129,봉은사,"497,398","516,574","50,995","48,584",2023-03-03 09:44:36
2023-02,9호선2~3단계,4130,종합운동장,"109,712","109,175","19,307","18,197",2023-03-03 09:44:36
2023-02,9호선2~3단계,4131,삼전,"164,377","155,165","35,922","35,079",2023-03-03 09:44:36
2023-02,9호선2~3단계,4132,석촌고분,"147,287","142,864","36,507","36,583",2023-03-03 09:44:36
2023-02,9호선2~3단계,4133,석촌,"214,423","190,296","36,377","31,646",2023-03-03 09:44:36
2023-02,9호선2~3단계,4134,송파나루,"125,183","131,151","27,161","28,025",2023-03-03 09:44:36
2023-02,9호선2~3단계,4135,한성백제,"59,605","52,086","15,471","13,673",2023-03-03 09:44:36
2023-02,9호선2~3단계,4136,올림픽공원(한국체대),"174,982","175,797","28,253","28,198",2023-03-03 09:44:36
2023-02,9호선2~3단계,4137,둔촌오륜,"21,099","21,041","5,913","6,353",2023-03-03 09:44:36
2023-02,9호선2~3단계,4138,중앙보훈병원,"225,348","190,705","73,484","71,899",2023-03-03 09:44:36
2023-02,우이신설선,4701,북한산우이,"49,071","42,578","32,445","34,270",2023-03-03 09:44:36
2023-02,우이신설선,4702,솔밭공원,"42,335","36,473","27,250","28,205",2023-03-03 09:44:36
2023-02,우이신설선,4703,4.19민주묘지,"47,233","44,686","34,511","30,732",2023-03-03 09:44:36
2023-02,우이신설선,4704,가오리,"67,986","64,444","46,606","47,651",2023-03-03 09:44:36
2023-02,우이신설선,4705,화계,"54,032","48,413","40,854","41,355",2023-03-03 09:44:36
2023-02,우이신설선,4706,삼양,"29,312","29,324","24,887","27,483",2023-03-03 09:44:36
2023-02,우이신설선,4707,삼양사거리,"34,687","34,309","33,621","34,120",2023-03-03 09:44:36
2023-02,우이신설선,4708,솔샘,"121,268","109,566","36,792","38,333",2023-03-03 09:44:36
2023-02,우이신설선,4709,북한산보국문,"126,892","115,291","41,823","42,149",2023-03-03 09:44:36
2023-02,우이신설선,4710,정릉,"82,952","74,345","44,495","42,289",2023-03-03 09:44:36
2023-02,우이신설선,4711,성신여대입구(돈암),"66,086","78,808","27,682","27,072",2023-03-03 09:44:36
2023-02,우이신설선,4712,보문,"26,879","27,336","14,637","14,573",2023-03-03 09:44:36
2023-02,우이신설선,4713,신설동,"31,660","33,066","27,551","24,564",2023-03-03 09:44:36
2023-02,신림선,4401,샛강,"55,006","69,007","11,856","11,758",2023-03-03 09:44:36
2023-02,신림선,4402,대방,"57,617","44,314","14,998","12,498",2023-03-03 09:44:36
2023-02,신림선,4403,서울지방병무청,"54,922","58,339","20,405","22,138",2023-03-03 09:44:36
2023-02,신림선,4404,보라매,"73,404","67,728","19,844","17,247",2023-03-03 09:44:36
2023-02,신림선,4405,보라매공원,"36,794","40,349","13,361","14,565",2023-03-03 09:44:36
2023-02,신림선,4406,보라매병원,"133,771","142,316","42,685","42,791",2023-03-03 09:44:36
2023-02,신림선,4407,당곡,"85,722","84,433","31,982","31,564",2023-03-03 09:44:36
2023-02,신림선,4408,신림,"31,812","48,493","13,584","15,648",2023-03-03 09:44:36
2023-02,신림선,4409,서원,"70,087","57,106","20,233","19,928",2023-03-03 09:44:36
2023-02,신림선,4410,서울대벤처타운,"177,708","162,462","54,568","55,451",2023-03-03 09:44:36
2023-02,신림선,4411,관악산(서울대),"45,556","44,510","28,428","28,961",2023-03-03 09:44:36
