사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-23,경원선,1901,방학,579,8,"11,014","1,646","13,799","4,159","30,556","7,753","27,757","18,388","18,817","10,196","15,907","10,015","15,529","9,519","16,729","11,653","15,023","11,635","13,979","13,599","13,765","16,564","13,875","19,440","15,187","23,016","16,885","27,816","9,572","26,604","6,550","14,761","5,632","11,962","4,154","11,008","1,811","6,589",245,"2,494",0,0,0,0,0,0
Feb-23,경원선,1902,도봉,228,6,"6,341","1,223","9,136","3,018","17,563","3,521","15,781","8,915","11,959","6,919","10,421","6,432","9,629","5,904","9,447","7,871","9,557","7,458","9,092","8,681","8,805","9,672","9,142","11,413","9,405","13,383","9,389","14,851","4,220","14,541","2,992","8,451","2,247","6,978","1,872","6,789",717,"3,949",86,"1,422",0,0,0,0,0,0
Feb-23,경원선,1903,도봉산,164,5,"5,486",799,"8,228","2,095","18,978","3,361","18,826","5,185","12,617","9,731","11,262","14,041","11,212","13,091","13,791","14,057","16,660","11,349","20,062","9,769","21,321","9,580","20,074","8,952","15,778","8,416","12,984","8,961","6,588","7,950","4,070","4,879","2,838","4,244","1,780","4,051",835,"2,888",118,"1,140",0,0,0,0,0,0
Feb-23,경원선,1904,망월사,419,3,"6,615","1,016","11,504","2,958","24,629","4,144","24,366","10,348","15,101","9,009","12,491","7,210","13,333","8,583","12,981","10,443","12,431","9,585","11,429","10,368","10,984","11,738","10,501","14,698","11,152","17,405","9,011","23,404","4,989","22,275","3,968","13,245","3,335","10,956","2,523","9,727","1,096","6,469",162,"2,485",0,0,0,0,0,0
Feb-23,경원선,1905,회룡,"1,117",2,"13,326","1,680","23,852","4,541","50,888","7,170","43,479","11,394","27,130","10,385","24,192","9,983","23,871","12,064","21,712","14,112","19,356","15,235","16,159","17,242","15,194","21,128","14,568","26,098","13,938","31,152","12,062","42,342","7,132","41,128","5,555","22,752","4,669","19,440","3,615","16,234","1,344","10,717",209,"4,064",0,1,0,0,0,0
Feb-23,경원선,1906,의정부,"2,195",13,"9,444","2,045","23,628","6,514","45,647","11,508","42,200","31,862","24,682","32,794","21,685","24,794","24,812","28,495","27,354","32,706","28,660","36,406","29,762","32,671","33,635","29,811","35,704","34,694","39,571","40,378","42,501","55,385","26,044","48,213","24,364","29,986","18,159","23,163","14,667","19,452","7,063","14,052",814,"6,690",0,0,0,0,0,0
Feb-23,경원선,1907,가능,392,14,"6,669","1,428","11,057","3,788","22,136","6,251","19,667","9,639","10,970","7,340","10,822","5,242","10,390","6,769","10,634","6,738","9,252","7,751","8,438","6,943","7,858","8,370","8,910","11,316","10,562","14,546","9,035","18,876","5,554","16,146","4,111","12,125","3,716","8,262","2,546","8,156","1,051","5,103",88,"2,134",0,0,0,0,0,0
Feb-23,경원선,1908,녹양,230,4,"4,657",710,"7,139","2,236","16,565","4,033","13,782","7,251","8,147","3,701","8,054","3,110","7,612","4,739","7,368","4,709","6,705","5,328","5,855","4,809","6,239","6,239","6,285","8,081","7,522","10,765","7,609","13,036","3,570","11,761","2,466","8,311","2,130","6,421","1,605","5,998",602,"3,957",58,"1,455",0,0,0,0,0,0
Feb-23,경원선,1909,양주,"1,490",5,"4,489","1,567","9,576","5,539","26,724","8,490","21,295","9,534","15,458","6,166","14,016","5,728","13,090","6,329","12,057","7,340","10,717","7,067","9,376","7,906","9,384","9,879","11,219","12,427","11,827","15,921","12,686","21,136","6,056","18,722","3,518","13,686","2,686","10,293","1,814","9,900",664,"6,016",44,"2,380",0,0,0,0,0,0
Feb-23,경원선,1910,덕계,9,0,"2,886",732,"9,576","4,071","14,054","3,457","12,307","5,199","7,081","2,716","5,867","1,971","5,631","2,333","4,534","2,992","4,822","3,333","4,419","3,192","4,455","4,192","5,892","5,195","5,518","8,493","5,292","9,477","2,152","11,916","1,634","5,421","1,001","5,482",844,"3,959",367,"3,020",29,926,0,0,0,0,0,0
Feb-23,경원선,1911,덕정,8,0,"3,201","1,506","7,586","5,888","15,525","8,318","15,452","10,551","10,525","5,220","8,470","3,703","8,826","4,836","8,330","5,863","8,600","6,310","7,135","5,355","6,998","7,327","8,614","7,954","11,622","11,593","11,369","12,553","4,591","13,705","3,289","8,429","2,435","7,735","1,801","6,405","1,278","4,396",165,"1,294",0,0,0,0,0,0
Feb-23,경원선,1912,지행,52,4,"4,552",874,"9,533","2,146","18,973","4,644","18,516","9,265","14,259","6,261","11,695","4,801","11,342","6,546","10,456","7,348","10,303","9,226","9,248","8,660","8,524","10,140","8,188","11,953","9,195","16,016","10,466","17,109","6,051","19,177","5,087","12,820","4,253","9,248","3,354","8,872","1,838","6,470",168,"2,234",0,0,0,0,0,0
Feb-23,경원선,1913,동두천중앙,22,1,"1,923",518,"4,560","1,706","6,806","3,037","7,123","7,734","6,170","3,988","5,549","3,511","5,305","4,549","5,511","4,055","5,613","4,837","4,783","4,404","4,932","4,773","4,408","5,045","5,092","5,874","6,245","5,867","2,639","6,110","1,637","4,293","1,225","3,001",808,"3,019",275,"2,007",15,644,0,0,0,0,0,0
Feb-23,경원선,1914,보산,32,1,"1,426",394,"1,971",943,"3,842","2,272","3,467","2,011","3,162","1,610","2,527","1,342","2,646","1,481","2,649","1,571","2,647","1,996","2,523","2,131","2,464","2,312","2,679","2,662","3,809","3,169","3,097","3,253","1,529","4,035","1,075","3,033",752,"2,117",406,"1,815",185,"1,440",6,423,0,0,0,0,0,0
Feb-23,경원선,1915,동두천,29,0,974,588,"2,827","2,574","4,484","5,774","5,222","3,990","4,572","2,939","4,611","2,622","3,898","2,972","2,913","2,157","3,486","3,038","3,647","3,324","3,329","4,030","2,995","3,659","3,596","4,089","4,498","5,008","2,068","4,135",935,"3,540",607,"2,744",349,"1,709",152,"1,677",2,452,0,0,0,0,0,0
Feb-23,경원선,1916,소요산,81,1,671,416,"1,011",771,"2,848","1,562","4,723","2,732","4,810","3,171","3,770","5,952","4,184","7,798","5,614","10,424","7,399","6,185","10,240","5,474","10,434","4,289","8,967","3,733","5,413","3,639","3,069","2,669","1,378","2,437",956,"1,841",516,929,224,696,116,896,3,639,0,1,0,0,0,0
Feb-23,안산선,1751,산본,385,0,"7,654","1,634","21,198","5,482","50,352","12,842","47,787","25,248","24,812","19,559","22,347","17,988","21,987","19,750","23,144","22,573","22,552","24,518","22,128","24,583","24,514","25,527","26,497","31,147","25,976","38,421","29,735","62,341","18,641","51,990","15,724","30,050","16,099","22,731","12,763","19,715","5,254","12,273",514,"4,140",0,0,0,0,0,0
Feb-23,안산선,1752,대야미,3,0,"2,452",884,"7,151","2,547","15,983","4,718","15,704","7,136","10,260","4,074","7,968","3,608","7,540","4,458","7,254","4,624","7,407","4,961","6,955","5,306","7,357","6,765","7,549","7,911","8,407","9,268","9,511","14,972","4,702","11,621","3,383","8,169","2,464","6,713","1,655","6,601",806,"4,050",99,"1,078",0,0,0,0,0,0
Feb-23,안산선,1753,반월,9,0,"3,153",817,"7,210","2,257","14,980","3,241","13,372","4,711","9,534","3,179","7,710","3,118","6,804","3,995","6,744","4,174","6,276","4,688","5,470","5,317","4,972","6,696","5,697","8,592","6,505","8,920","7,192","13,998","3,460","10,872","2,410","8,253","1,763","6,601","1,209","6,171",459,"3,829",164,908,0,0,0,0,0,0
Feb-23,안산선,1754,상록수,345,20,"12,811","2,398","28,228","7,786","61,535","9,822","57,857","14,705","31,909","11,875","24,289","10,288","22,507","11,643","22,579","12,690","20,050","15,400","17,052","16,560","17,266","19,503","18,533","26,635","19,155","37,005","19,149","60,719","12,174","51,551","9,988","35,524","8,137","29,416","5,754","24,760","2,375","17,135",359,"4,759",0,0,0,0,0,0
Feb-23,안산선,1755,한대앞,59,1,"7,250",991,"15,860","3,810","28,317","7,132","23,534","12,425","16,269","11,939","12,932","8,422","12,532","8,301","13,030","9,246","12,037","9,944","11,216","10,773","11,299","12,087","12,411","15,874","15,473","21,250","15,478","31,018","8,471","23,246","7,128","16,552","6,648","13,323","5,163","11,733","2,129","8,468",219,"2,391",0,0,0,0,0,0
Feb-23,안산선,1756,중앙,208,22,"8,865","1,342","28,703","9,465","52,625","12,479","42,230","29,089","25,105","27,723","21,985","19,723","24,123","20,683","27,218","25,023","25,184","27,065","24,063","27,392","26,544","27,068","31,305","31,433","33,062","42,238","36,526","66,498","23,591","54,326","22,557","36,119","22,597","27,756","19,887","22,621","8,932","17,541",935,"5,483",0,0,0,0,0,0
Feb-23,안산선,1757,고잔,206,5,"4,521",984,"14,358","4,386","27,165","12,007","20,246","24,692","13,247","15,118","12,715","10,513","13,025","9,757","12,492","10,014","11,659","11,320","12,622","11,274","14,120","10,499","14,577","11,072","20,544","15,140","22,724","23,938","8,269","18,127","6,459","11,882","6,572","10,279","4,470","8,688","1,922","7,710",169,"2,902",0,0,0,0,0,0
Feb-23,안산선,1758,초지,193,2,"3,345",406,"10,487","3,380","20,202","8,028","14,466","9,281","8,768","3,639","6,685","3,219","6,456","3,527","6,461","4,125","5,836","4,661","5,075","4,849","5,149","5,529","5,886","6,394","8,534","9,483","9,547","16,031","4,748","14,145","3,539","9,877","2,667","8,324","1,477","7,069",569,"5,352",42,"1,949",0,0,0,0,0,0
Feb-23,안산선,1759,안산,"1,044",6,"9,282","1,448","11,451","14,608","18,696","35,915","18,805","29,937","16,449","14,887","14,669","11,945","14,268","13,453","15,584","13,610","15,969","13,542","16,925","14,437","18,013","14,914","21,488","16,309","39,864","21,603","44,277","22,877","20,116","18,468","16,342","14,649","8,802","11,883","4,229","8,925","1,215","5,548",96,"2,215",0,0,0,0,0,0
Feb-23,안산선,1760,신길온천,14,0,"2,016",118,"3,434","1,620","6,196","3,218","5,541","2,372","3,525","1,242","3,108","1,229","2,612","1,539","2,627","1,664","2,492","1,614","2,089","2,151","2,234","2,544","2,833","2,878","4,129","4,196","3,781","6,062","1,754","4,491","1,123","3,163",673,"2,578",429,"2,293",163,"1,565",25,536,0,0,0,0,0,0
Feb-23,안산선,1761,정왕,147,3,"6,501","1,005","9,874","11,609","16,760","21,930","14,695","21,749","11,255","13,227","10,634","9,208","11,069","8,813","11,121","9,489","10,575","8,944","10,680","9,646","11,798","10,352","14,030","11,101","20,349","15,657","27,980","20,001","11,081","15,192","9,352","12,370","6,039","9,953","3,789","8,276","1,426","5,584",78,"1,826",0,0,0,0,0,0
Feb-23,안산선,1762,오이도,195,0,"5,479",488,"13,785","6,233","27,219","11,089","21,425","11,047","12,897","7,574","11,418","7,192","11,113","9,473","12,079","11,009","11,241","10,910","10,428","10,718","11,084","12,283","13,898","13,729","16,944","16,922","16,996","24,535","9,821","20,873","7,631","15,111","6,704","11,828","4,061","10,560","1,479","7,334",25,"3,350",0,0,0,0,0,0
Feb-23,안산선,1763,수리산,2,0,"2,991",505,"8,025","1,619","16,218","4,005","15,622","4,166","8,773","3,032","6,630","3,791","6,628","3,179","5,810","3,015","5,298","3,402","4,549","3,547","4,454","4,610","4,121","5,680","4,843","6,965","5,075","11,531","2,575","8,904","1,629","6,358","1,434","5,109",815,"4,873",361,"2,991",44,892,0,0,0,0,0,0
Feb-23,과천선,1450,선바위,1,0,809,"1,192","5,476","8,953","14,836","17,629","17,473","25,386","12,515","14,396","10,039","7,543","9,377","7,086","10,031","7,724","9,847","7,349","9,910","6,894","10,612","7,813","14,932","9,171","23,755","11,473","30,207","14,877","13,804","12,374","8,574","8,581","6,614","7,279","3,658","6,671","1,068","4,174",86,690,0,0,0,0,0,0
Feb-23,과천선,1451,경마공원,0,0,328,407,869,"2,230","1,872","3,379","2,081","10,435","1,999","26,775","2,174","39,145","2,399","20,190","3,554","17,476","4,360","15,374","6,888","9,740","11,814","5,765","18,614","3,661","31,094","2,228","62,796","2,236","8,554","1,905","2,010","1,117",664,"1,066",268,854,109,487,9,108,0,0,0,0,0,0
Feb-23,과천선,1452,대공원,5,0,70,228,273,"2,478",568,"3,306",850,"9,095","1,247","16,401","1,863","21,268","3,253","11,925","7,439","9,765","7,295","10,191","8,999","8,091","11,505","4,330","14,666","2,559","15,587","1,602","11,172","1,211","7,208",852,"7,506",515,595,350,243,338,129,186,14,39,0,0,0,0,0,0
Feb-23,과천선,1453,과천,4,1,"2,566",350,"8,804","1,864","25,194","4,296","22,624","7,773","15,144","5,340","12,171","4,889","10,848","5,064","11,220","5,815","10,514","6,296","9,273","7,665","9,403","8,594","9,557","11,057","9,457","14,118","8,538","21,524","4,293","18,155","2,986","11,733","2,033","11,324","1,510","11,258",648,"7,138",81,"1,338",0,0,0,0,0,0
Feb-23,과천선,1454,정부과천청사,36,9,"1,673",885,"6,724","12,381","18,068","23,514","16,900","69,245","12,444","16,558","11,083","10,397","11,686","9,731","12,192","10,547","13,374","11,231","13,733","11,373","14,971","11,023","22,097","12,614","31,270","16,423","51,760","21,823","14,227","17,559","12,374","10,296","10,742","9,364","5,969","8,467","1,819","5,351",150,"1,261",0,0,0,0,0,0
Feb-23,과천선,1455,인덕원,68,1,"6,944","4,005","25,751","16,211","71,624","38,099","61,177","96,199","40,501","35,703","33,312","21,473","29,385","19,755","31,899","19,686","30,786","23,191","27,885","24,231","30,591","27,707","41,268","34,316","57,294","47,947","81,382","77,094","31,588","66,101","23,500","37,420","23,149","35,728","15,337","31,796","5,962","20,205",514,"5,778",0,0,0,0,0,0
Feb-23,과천선,1456,평촌,65,0,"3,828","2,722","18,959","9,407","55,013","30,266","41,683","83,225","23,898","29,255","19,545","16,505","18,525","13,077","19,506","13,746","18,012","17,577","18,276","16,134","20,863","16,548","25,186","20,018","42,682","26,946","62,244","44,225","23,729","40,555","17,351","22,397","16,218","18,716","12,468","17,031","4,249","10,201",413,"3,326",0,0,0,0,0,0
Feb-23,과천선,1457,범계,69,1,"6,992","2,780","30,685","11,466","83,596","20,534","67,187","57,275","39,438","39,966","32,399","29,985","32,589","27,231","36,013","29,987","34,954","37,315","34,007","34,229","37,694","37,261","43,452","44,205","48,880","57,931","59,899","90,150","36,136","81,064","36,819","39,458","30,466","34,534","26,776","30,349","11,173","18,132","1,285","5,579",2,1,0,0,0,0
Feb-23,분당선,1023,선릉,56,1,"1,070","1,246","2,351","9,771","4,723","40,930","6,519","132,298","5,594","89,491","6,521","40,524","8,533","24,139","10,290","21,455","11,798","22,991","13,507","18,395","17,752","15,475","24,933","17,312","46,617","19,762","79,693","25,315","35,279","15,415","22,169","7,207","20,052","5,903","15,979","5,229","5,152","3,173",257,707,0,0,0,0,0,0
Feb-23,분당선,1024,한티,26,0,"2,041","1,293","6,790","8,326","19,469","22,948","25,002","49,742","17,234","45,400","14,430","26,896","16,244","21,578","20,947","27,155","22,712","33,731","21,687","22,119","25,218","22,044","29,421","25,355","49,276","36,340","47,162","37,821","28,677","24,787","30,259","13,925","24,920","13,157","32,379","11,827","4,530","6,636",164,461,0,0,0,0,0,0
Feb-23,분당선,1025,도곡,49,0,"1,287","1,079","3,645","6,467","8,458","11,745","12,889","23,277","10,435","17,735","8,835","8,879","9,855","8,811","9,685","8,375","10,592","9,306","11,768","9,141","13,476","8,675","15,748","9,743","21,139","11,574","22,176","14,165","11,365","12,163","8,041","7,377","6,450","6,525","4,765","6,011","1,143","3,664",53,252,0,0,0,0,0,0
Feb-23,분당선,1026,구룡,0,0,481,916,"1,372","7,464","3,142","3,623","4,387","5,785","3,697","2,605","3,060","2,304","2,901","1,547","3,170","1,950","2,908","2,084","2,860","2,310","3,680","2,391","7,958","2,729","7,029","3,195","4,421","3,872","2,246","3,170","1,061","2,015",897,"1,827",572,"1,975",201,"1,213",10,58,0,0,0,0,0,0
Feb-23,분당선,1027,개포동,2,0,954,709,"2,826","5,066","8,085","4,418","9,533","9,654","6,090","8,223","5,516","6,841","5,599","5,040","6,807","5,749","6,183","7,017","6,138","6,184","7,230","6,227","9,875","6,276","9,377","7,633","8,750","10,493","5,474","8,613","4,284","5,339","4,498","4,807","3,994","4,666","1,602","2,947",58,104,0,0,0,0,0,0
Feb-23,분당선,1028,대모산입구,19,3,"1,818",696,"4,694","2,912","14,894","4,969","18,152","9,631","11,203","5,655","7,752","4,375","7,193","4,274","7,590","4,807","6,897","5,661","6,001","5,449","6,554","6,624","8,389","7,416","9,650","9,260","9,551","13,422","4,381","11,438","2,684","7,125","2,408","6,844","1,674","7,096",589,"4,256",9,244,0,0,0,0,0,0
Feb-23,분당선,1030,수서,24,1,"3,058","4,196","6,055","14,380","21,814","24,847","36,533","44,946","24,239","25,967","23,648","18,559","18,868","15,215","23,051","19,814","21,289","18,220","15,684","18,037","23,500","20,452","28,124","24,561","34,450","30,327","42,112","40,881","18,162","30,953","18,970","19,448","13,915","17,357","14,151","14,433","7,332","6,178",24,840,0,1,0,0,0,0
Feb-23,분당선,1031,복정,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,3,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0
Feb-23,분당선,1846,수원,551,4,"4,557",714,"8,726","3,657","21,197","7,002","21,556","12,162","11,001","10,335","7,985","8,067","8,321","10,117","8,912","10,533","9,725","11,230","9,565","10,753","12,367","10,508","13,634","12,710","16,007","18,518","19,055","25,114","13,714","17,950","13,823","9,623","12,641","7,255","11,157","5,760","4,559","3,631",111,844,0,0,0,0,0,0
Feb-23,분당선,1847,서울숲,134,0,"2,314",577,"4,395","5,049","11,117","22,609","21,307","42,952","14,588","33,747","8,564","20,377","9,258","17,309","11,481","19,041","13,097","20,701","15,134","18,574","19,025","18,089","23,624","18,260","39,180","19,743","51,698","26,812","28,860","17,737","18,753","8,861","16,125","7,328","10,260","6,985","3,092","3,810",91,904,0,0,0,0,0,0
Feb-23,분당선,1848,압구정로데오,162,1,"2,475",839,"3,807","10,858","4,927","23,075","7,764","75,305","7,563","101,726","9,018","54,685","14,036","40,540","17,843","35,829","21,268","36,857","27,245","32,986","35,239","31,766","44,358","33,085","64,442","39,457","91,834","47,459","67,844","27,695","54,306","12,139","42,200","8,402","32,415","7,003","13,169","4,578",603,"1,079",0,0,0,0,0,0
Feb-23,분당선,1849,강남구청,26,0,"1,212",541,"2,353","4,711","6,455","14,472","9,412","52,768","8,100","43,930","7,894","19,406","9,320","14,511","9,873","14,058","11,763","15,515","13,121","13,887","14,816","13,373","17,189","13,758","28,355","16,291","49,438","20,415","25,187","12,430","14,534","6,988","13,412","5,856","9,590","5,657","3,474","3,210",90,723,0,0,0,0,0,0
Feb-23,분당선,1850,선정릉,9,0,922,"1,096","1,976","4,484","3,870","12,262","6,416","49,490","5,585","40,537","5,056","16,214","6,642","10,705","8,401","8,035","8,872","8,743","10,094","8,139","10,916","6,849","13,338","7,033","24,980","8,198","43,913","9,746","22,003","6,416","10,804","3,672","9,145","3,254","6,183","3,179","2,059","2,019",127,499,0,0,0,0,0,0
Feb-23,분당선,1851,가천대,26,1,"4,395",643,"6,626","3,303","16,439","5,810","24,587","15,359","15,027","10,510","9,226","8,081","8,562","8,034","10,936","8,364","9,861","9,439","8,851","8,361","9,787","9,930","13,154","11,220","15,293","14,806","12,327","21,939","7,655","18,690","5,116","13,704","5,055","13,848","3,731","13,498","1,839","8,883",56,892,0,0,0,0,0,0
